date,inflow,outflow,local
1931-11-01,1003181.0,1191632.0,838368.0714569092
1931-12-01,459685.0,252596.0,358645.71604156494
1932-01-01,660790.9999999999,62000.0,183216.4864349364
1932-02-01,362369.0,188581.0,164831.92756652832
1932-03-01,536424.0,266862.0,348496.8687438965
1932-04-01,1203912.0000000002,540390.0,726029.4750976565
1932-05-01,910038.0,580030.0,414784.34588623047
1932-06-01,1619006.0,906552.0,1002858.7450866699
1932-07-01,2125319.0,1091936.0,998129.9476318359
1932-08-01,2296015.9999999995,1349638.0,1226078.6375122066
1932-09-01,2426157.0,1404268.0,1545010.307624817
1932-10-01,1322687.9999999998,1146993.0,894657.9757308958
1932-11-01,676098.0,749090.0,505473.3041381836
1932-12-01,396546.0,107358.0,313167.6567764282
1933-01-01,273021.0,62000.0,194675.23399353027
1933-02-01,247120.0,56000.0,146721.92318725586
1933-03-01,247563.00000000003,62000.0,160801.9712162018
1933-04-01,219503.0,60000.0,153141.67070007324
1933-05-01,314423.0,62000.0,226767.0571899414
1933-06-01,616102.0000000001,123528.0,362260.78021240246
1933-07-01,1130106.9999999998,259346.0,652769.2044982908
1933-08-01,1288355.9999999998,704280.0,572213.0709991453
1933-09-01,2437633.0000000005,815422.0,1635188.5856628423
1933-10-01,1332744.0000000002,700523.0,1063279.7870025637
1933-11-01,693056.0,343649.0,363485.38775634766
1933-12-01,1161453.0,228051.0,601918.4050292969
1934-01-01,814752.9999999999,96267.0,547273.6353607177
1934-02-01,372018.0,169618.0,260488.9654083252
1934-03-01,730493.9999999999,210112.0,261508.71870422352
1934-04-01,629632.9999999999,239329.0,335065.10690307606
1934-05-01,555805.0000000001,186118.0,262960.4615173341
1934-06-01,360080.00000000006,259269.99999999997,220108.39913940436
1934-07-01,1072707.9999999998,452375.0,801490.4910583494
1934-08-01,1412842.0,744781.0,913309.9301300049
1934-09-01,1703439.0000000005,690027.0,747865.8928222661
1934-10-01,3379750.0000000005,1096331.0,2185641.3240051274
1934-11-01,2485165.0,1246403.0,1431952.3478393555
1934-12-01,2312127.0,1529590.0,1089837.0314331055
1935-01-01,658242.9999999998,1189741.0,428872.9141693113
1935-02-01,504320.0,353064.0,279820.6948776245
1935-03-01,440760.9999999999,195639.0,261010.02046203602
1935-04-01,531803.0000000001,301025.0,439365.5816345216
1935-05-01,1168642.0,569759.0,595102.0629272461
1935-06-01,1621259.9999999998,948244.0,670842.2308197019
1935-07-01,2079852.0000000002,1106828.0,954945.0047607424
1935-08-01,2726334.9999999995,1241990.0,1535395.304367065
1935-09-01,1950904.0,1341067.0,1187479.769378662
1935-10-01,1301034.0,1161760.0,994947.4232330322
1935-11-01,869559.0,792910.0,636216.9840393066
1935-12-01,991272.9999999999,238300.0,849981.0817413329
1936-01-01,369132.0,191619.0,280301.942276001
1936-02-01,290710.00000000006,81826.0,197384.64204406744
1936-03-01,292599.99999999994,62000.0,222250.48185729975
1936-04-01,326481.0,139693.0,221482.0108947754
1936-05-01,444490.0,163924.0,245922.49255371094
1936-06-01,573875.0,142965.0,368843.4074859619
1936-07-01,1746764.0,668178.0,1058582.540939331
1936-08-01,3232620.0,1028672.0,2130046.7856292725
1936-09-01,1979716.0,1202761.0,1040965.4639892578
1936-10-01,972687.9999999999,1333477.0,633794.0111389159
1936-11-01,623967.0,649229.0,528184.0796508789
1936-12-01,671149.0000000001,197653.0,572272.0716705323
1937-01-01,461968.0,62000.0,372309.29191589355
1937-02-01,353417.00000000006,56000.0,211436.9678421021
1937-03-01,327440.0,62000.0,243401.27685928345
1937-04-01,508842.99999999994,60000.0,211142.8626403808
1937-05-01,719590.0,62000.0,239556.87533569336
1937-06-01,308634.00000000006,60000.0,239842.24118041998
1937-07-01,402316.0,70400.0,247816.989692688
1937-08-01,509693.0000000001,194629.0,328213.47444152844
1937-09-01,1155839.0,246115.0,856477.2490692139
1937-10-01,981627.0,249000.0,681682.9502563477
1937-11-01,427938.99999999994,79168.0,326160.51227569574
1937-12-01,336426.0,62000.0,257008.04664611816
1938-01-01,236441.0,62000.0,164358.35913085938
1938-02-01,235726.99999999997,56000.0,161710.53501129147
1938-03-01,216660.00000000003,57246.0,170613.13058471683
1938-04-01,273775.0,60000.0,218618.0150604248
1938-05-01,266120.0,62000.0,200175.33212661743
1938-06-01,372689.00000000006,60000.0,285236.5062332154
